N,Title,Nchar
1432,Comprehensive Evaluation of the Digital Annular Pulleys: From Ultrasonographical to Anatomical and Histological Evaluation with Special Focus on the Entheses,157
1433,Sustainability of Clinical Response at Week 52 to Upadacitinib Among Patients with Axial SpA: Data from the SELECT-AXIS 1 and SELECT-AXIS 2 Trials,146
1434,A Deep Learning Algorithm for MRI Spinal Inflammation in Axial Spondyloarthritis,80
1435,Trends in Proportionate Cardiovascular Mortality in Patients with Ankylosing Spondylitis in the Era of Biologic Therapies: Analysis of US Death Certificate Data,160
1436,Achieving ASDAS Inactive Disease Status in Axial Spondyloarthritis: A Systematic Review and Meta-analysis,105
1437,The Association of 3VAS/4VAS and DAPSA with Radiographic Progression in Early PsA,81
1438,Exceeding Activity Targets but Missing the Mark with Sleep: Mapping 24-Hour Movement Guidelines in Axial Spondyloarthritis,122
1439,MRI-defined Sacroiliitis in First Degree Relatives of Ankylosing Spondylitis Patients,85
1440,Factor H-related protein-5 Exacerbates Pathological Bone Formation of Ankylosing Spondylitis,92
1441,Diagnostic Delay of Axial Spondyloarthritis in African American Patients,72
1442,Temporal Trends in Cardiovascular Events in Axial Spondyloarthritis Patients with Medicare Insurance versus Commercial Insurance: An Analysis Using Claims Data,159
1443,Defining Thresholds of Presenteeism Measures for Unacceptable Work Participation in axSpA,89
1444,Impact of Disease Activity on Functional Impairment in Patients with Spondyloarthritis Is Different According to the Degree of Radiographic Progression: Result from SNUH-AS Cohort,179
1445,Analysis of Soluble Biomarkers in Axial Spondyloarthritis,57
1446,The Use of the ASAS Referral Criteria Together with Increased Education and Training of Its Use Improves Delay to Diagnosis of Axial Spondyloarthritis,150
1447,Prevalence of Early Axial Spondyloarthritis in the Be-GIANT Cohort Based on the ASAS Consensus Definition of Early Axial Spondyloarthritis,138
1448,Improvements in Patient-Reported Outcomes Through 6 Months of Guselkumab Treatment in Patients with Active Psoriatic Arthritis: Real-World Data from the CorEvitas Psoriatic Arthritis/Spondyloarthritis (PsA/SpA) Registry,219
1449,Effect of Apremilast Treatment on the Domains of MDA-Joints in Patients with Early Oligoarticular Psoriatic Arthritis: 16-Week Results from FOREMOST,148
1450,Effects of Apremilast on Changes in Cardiometabolic Parameters by Diabetes and Obesity Status in Patients with Psoriatic Arthritis,130
1451,Bimekizumab Treatment Impact on Work Productivity in Biologic DMARD‑Naïve and TNFi-IR Patients with Active Psoriatic Arthritis: Results up to 1 Year from Two Phase 3 Studies,173
1452,Improvement of Work Absenteeism Following Start of Methotrexate Monotherapy in Newly-Diagnosed Psoriatic Arthritis,114
1453,Do Long-term Patient-reported Outcomes Improve Similarly in Psoriatic Arthritis and Axial Spondyloarthritis Patients Treated with Secukinumab? Results from the EuroSpA Collaboration,181
1454,"Efficacy of the Oral, Selective, Allosteric Tyrosine Kinase 2 Inhibitor, Deucravacitinib, on Psoriasis in Patients with Active PsA: Results from a Phase 2 Trial",160
1455,"Impact of Psoriatic Arthritis Manifestations on Perception of Pain Improvement: Pooled Analysis of Two Phase 3, Randomized, Double-Blind, Placebo-Controlled Studies with Guselkumab",180
1456,Changes in Serum Cytokines and Collagen Proteins Correlate with Durability of Guselkumab Efficacy and Continued Disease Improvement Through 2 Years in Patients with Active Psoriatic Arthritis,191
1457,Domains Impacting Minimal Disease Activity Non-Achievement in Patients with Psoriatic Arthritis and Inadequate Response to TNF Inhibitors Receiving Guselkumab (COSMOS),167
1458,Long-Term Safety of Risankizumab in Patients with Psoriatic Disease: Integrated Analysis of Psoriasis and Psoriatic Arthritis Clinical Trial Data,145
1459,Impact of Upadacitinib on Enthesitis and Dactylitis by Location in Patients with Psoriatic Arthritis and an Inadequate Response to Biologic DMARDs from the SELECT-PsA 2 Trial,174
1460,"Early Fatigue Improvement with Guselkumab Associates with Longer Term Disease Control in Patients with Active Psoriatic Arthritis Reporting Substantial Fatigue: Post Hoc Analyses of a Sub-Population of a Phase 3, Randomized, Controlled Trial of Guselkumab in Biologic-Naïve Patients",282
1461,"Efficacy and Safety of Tofacitinib in an Open-Label, Long-Term Extension Study in Patients with Psoriatic Arthritis Who Received Adalimumab or Tofacitinib in a Phase 3 Randomized Controlled Study: A Post Hoc Analysis",216
1462,Distinct Treatment Response Trajectories in Patients with Psoriatic Arthritis Receiving Tofacitinib,99
1463,"Efficacy of Upadacitinib in Patients with Psoriatic Arthritis Stratified by Involvement of Weight-bearing Joint Regions: A Post Hoc Subgroup Analysis of the Phase 3, Randomized, SELECT-PsA 1 and SELECT-PsA 2 Trials",214
1464,"Guselkumab Provides Clinically Meaningful Improvents in Patient-Reported Outcomes in Patients with Active Psoriatic Arthritis Who Are Inadequate Responders to Tumour Necrosis Factor Inhibitors: Results Through One Year of a Phase 3b, Randomized, Controlled Study (COSMOS)",271
1465,"Longitudinal Evaluation of the Novel Psoriatic Arthritis 5-Thermometer Scale (PsA-5Ts) Domains During Treatment with Guselkumab: Pooled Analysis of Three Phase 3, Randomized, Double-blind, Placebo-Controlled Studies",215
1466,A Proof-of-concept Study Evaluating the Use of Functional Brain Magnetic Resonance Imaging in Assessing Treatment Response in Psoriatic Arthritis Patients,154
1467,"Izokibep, a Unique IL-17A Inhibitor, Improves Patient-Reported Outcomes in Patients with Active Psoriatic Arthritis up to Week 46 – Phase 2 RCT Results",151
1468,Experiences and Perspectives of Patients with Psoriatic Arthritis Participating in a Randomized Controlled Trial of Dietary Interventions,137
1469,Bimekizumab Impact on Core Group for Research and Assessment of Psoriasis and Psoriatic Arthritis (GRAPPA) Domains for Patients with Psoriatic Arthritis: 52-Week Results from Four Phase 3 Studies,195
1470,Long-Term Efficacy and Safety of Risankizumab for Active Psoriatic Arthritis: 148-Week Results from the KEEPsAKE 2 Trial,120
1471,Long-Term Efficacy and Safety of Risankizumab for CsDMARD-IR Patients with Active Psoriatic Arthritis: 148-Week Results from the KEEPsAKE 1 Trial,145
1472,"Secukinumab Demonstrates a Consistent Safety Profile in Patients with Psoriasis, Psoriatic Arthritis and Axial Spondyloarthritis: Updated Pooled Safety Analysis from Clinical Trials",181
1473,"Bimekizumab Maintained Efficacy Responses Through 52 Weeks in Biologic Disease-Modifying Antirheumatic Drug-Naïve Patients with Psoriatic Arthritis Who Were Responders at Week 16: Results from a Phase 3, Active-Reference Study",226
1474,Efficacy of Guselkumab in Early-Onset and Late-Onset Psoriatic Arthritis: Post Hoc Pooled Analyses of Two Phase 3 Randomized Controlled Trials in Patients with Active PsA,170
1475,Better Drug Retention on anti-IL17A Compared to Anti-TNF Therapy Despite Its Inferior Effect on Composite Joint Indexes and Quality of Life in Patients with PsA–analysis from the Czech Biologics Registry ATTRA,209
1476,Removal of Methotrexate in Patients with Active Psoriatic Arthritis with Newly Induced Ustekinumab Treatment Leads to a Delayed Response in DAPSA and DAS28 Within the First 16 Weeks,181
1477,Bimekizumab Maintenance of Response and Safety in Patients with Moderate to Severe Plaque Psoriasis: Results from the Open-label Extension Period (Weeks 48–144) of the BE RADIANT Phase 3b Trial,193
1478,Incident Vascular Events in Danish Nationwide Cohort of Patients with Newly Diagnosed Systemic Lupus Erythematosus,114
1479,Vasculitis Associations Among Patients with Systemic Lupus Erythematous,71
1480,Identifying Determinants of Favourable and Poor Physical Function in Systemic Lupus Erythematosus: Results from an International Collaborative Study,148
1481,SLESIS-R: An Improved Score for Prediction of Serious Infection in Patients with Systemic Lupus Erythematosus Based on the RELESSER Prospective Cohort,150
1482,"Glucocorticoids Use Is a Major Driver of Self-perceived Depression in Systemic Lupus Erythematosus: Insights from a Large, Prospective and Multicenter Study Using RELESSERPROS Register’s Database",195
1483,Increased Left Ventricular Mass Index in Systemic Lupus Erythematosus Patients with Lupus Nephritis Compared to Those Without Nephritis,135
1484,Association of Disease Activity and Anti-Double Stranded DNA Antibodies Titers with Echocardiographic Parameters in Systemic Lupus Erythematosus Patients,153
1485,Evaluation of Progression from Preclinical to Systemic Autoimmune Rheumatic Disease,83
1486,Clinical Manifestations and Outcomes in Systemic Lupus Erythematosus Patients Who Received Antiviral Therapy During the COVID-19 Omicron Variant Wave: Results from a Single Center Cohort of Puerto Rico,201
1487,"Evaluation of Changes in SLE Patients’ Phenotype at Disease Onset, and Assessment of Disease Activity, Damage and Therapy at Diagnosis and During Follow up in the Last Forty Years: Preliminary Data of a Single Center Experience",227
1488,Inflammatory Markers and Left Ventricular Dysfunction in Systemic Lupus Erythematosus (SLE),91
1489,Musculoskeletal Involvement in Systemic Lupus Erythematosus: Insights from a Survey of Lupus Experts,100
1490,Neuropsychiatric Systemic Lupus Erythematosus in Children: A Scoping Review,75
1491,Risk Factors of Cytomegalovirus Reactivation and Disease in Patients with Systemic Lupus Erythematosus,102
1492,Systematic Review of Effects of Systemic Lupus Erythematosus on Brain Structure and Structural Connectivity and Its Relationship with Cognitive Dysfunction Through an Advanced Neuroimaging Lens,193
1493,Obesity Is an Independent Poor Prognostic Factor in Lupus Nephritis,67
1494,Activated Naïve DNA-Reactive B Cells in Lupus Nephritis Patients Are Increased and Associated with Disease Activity,115
1495,Unveiling the Impact of Neuropsychiatric Involvement in Systemic Lupus Erythematosus on Damage Accrual,102
1496,Impact of Neuropsychiatric Involvement on Health-related Quality of Life in Patients with Systemic Lupus Erythematosus,118
1497,"Association of Serum Analytes with SLE Cognitive Impairment Phenotypes Formed by Machine Learning: MMP-9, S100A8/A9, IL-6, IL-10, and NGAL",138
1498,Cardiovascular Damage in Systemic Lupus Erythematosus Occurs at Early Stages of the Disease. Chronological Analysis of Damage Accrual in a Large Cohort from the Spanish Society of Rheumatology Lupus Registry (RELESSER),218
1499,Predictors of Cognitive Impairment in Individuals with Systemic Lupus Erythematosus,83
1500,Lupus Flares More Common in Patients on Dialysis Compared to After Renal Transplant: A Systematic Review and Meta-analysis,122
1501,Blood-dominant Disease in Older-onset Lupus: A Systematic Review and Meta-analysis,82
1502,Impact of Co-morbid Depression on Systemic Lupus Erythematosus Hospitalizations: Insights from National Readmission Database 2020,129
1503,Antiphospholipid Antibodies and the Risk of Diffuse Alveolar Hemorrhage in Patients with Systemic Lupus Erythematosus: A Systematic Review and Meta-Analysis,156
1504,Prediction of Cardiovascular Disease in Patients with Systemic Lupus Erythematosus Using a Machine Learning Algorithm for Time-to-Event Outcomes: Random Survival Forest,168
1505,Prevalence of Cardiovascular Disease in a Populations Based Registry of Patients with Systemic Lupus Erythematosus,114
1506,SARS-CoV-2 Antibody Formation After COVID-19 Vaccination in SLE Patients Treated with Belimumab: Single-Center Prospective Observational Study,142
1507,A Comparative Study of Lupus Nephritis Class II and IgA Nephropathy: Renal Disease Other Than Lupus Nephritis in Systemic Lupus Erythematosus Patients,150
1508,Prevalence of Hepatic Injury in Patients with Systemic Lupus Erythematosus: A 28-Year Single Center Experience,110
1509,Mortality from Diseases of the Nervous System in Patients with Lupus in the past Two Decades,92
1510,Associations and Outcomes of Critical Peripheral Ischemia in Systemic Lupus Erythematosus (SLE): Data from Indian SLE Inception Cohort for Research (INSPIRE),157
1511,Retrospective Study of Obesity on Clinical and Immunological Features in Systemic Lupus Erythematosus Using AI Software Deep 6 and EPIC Slicer Dicer,148
1512,"Discriminating Disease Flare from Infection in Febrile Patients with Systemic Lupus Erythematosus Admitted to a Safety-Net Hospital System: A Retrospective, Multicenter Study",174
1513,Clinical and Economic Burden of Herpes Zoster in Patients with Systemic Lupus Erythematosus: A Retrospective Cohort Study,121
1514,Presentation and Outcomes of Posterior Reversible Encephalopathy Syndrome in Systemic Lupus Erythematosus: A Multicenter Cohort and a Systematic Literature Review,162
1515,Risk Factors for Human Papillomavirus Cervical Infection and Clearance in Patients with Systemic Lupus Erythematosus: The PAPILUP Study,135
1516,Demographic and Clinical Characteristics of Patients with LN: A Multicenter Study from the Gulf Region,102
